model_id;(Intercept);count_TRUE;counting_method;counting_time_1m;counting_time_cells;exp_bota;habitat_closure;quadrat_order;quadrat_order_squared;species_conspicuousness;count_TRUE:counting_method;counting_method:exp_bota;counting_method:habitat_closure;counting_method:quadrat_order;counting_method:quadrat_order_squared;counting_method:species_conspicuousness;counting_time_1m:habitat_closure;counting_time_1m:species_conspicuousness;counting_time_cells:habitat_closure;counting_time_cells:species_conspicuousness;habitat_closure:species_conspicuousness;df;logLik;AICc;delta;weight
782335;-0,602439842;-0,00484318;+;0,178756568;0,091201325;0,043421915;-0,47836504;0,015822018;-0,000934839;0,168027555;+;+;+;NA;+;+;-0,016085223;0,000848496;-0,035587261;NA;0,141409737;28;-14352,10991;28760,59837;26,39389623;5.00818666320627e-07
679423;-0,611270692;-0,004580736;+;0,182076617;0,093681452;0,04372103;-0,48160582;-0,002613742;0,000631786;0,177285989;NA;+;+;+;NA;+;NA;NA;-0,035461487;NA;0,142309689;24;-14356,20242;28760,6843;26,47982105;4.79757938619339e-07
933375;-0,682773511;-0,004587724;+;0,176787558;0,078521444;0,045109462;-0,502610679;-0,008693424;0,001196;0,216856313;NA;+;+;+;+;NA;NA;NA;-0,039875758;0,008824794;0,141627718;25;-14355,25423;28760,81128;26,60680105;4.50244911392269e-07
744831;-0,623131628;-0,004574486;+;0,191968497;0,093705407;0,043615483;-0,480541285;0,004337919;NA;0,17622202;NA;+;+;+;NA;+;NA;-0,005779283;-0,035569766;NA;0,142150218;24;-14356,35655;28760,99255;26,78807668;4.11230492427783e-07
933887;-0,667129016;-0,00471932;+;0,174926176;0,076334506;0,045175943;-0,501759222;-0,008576466;0,00118791;0,216671313;+;+;+;+;+;NA;NA;NA;-0,039868878;0,009119618;0,140917642;27;-14353,37575;28761,10386;26,89938435;3.88969147536639e-07
684031;-0,602021761;-0,004836973;+;0,178540517;0,091188407;0,043110226;-0,478120358;0,015676442;-0,000924782;0,167694072;+;+;+;NA;+;+;NA;NA;-0,035130969;NA;0,142128695;26;-14354,40264;28761,1324;26,92792355;3.83458127389423e-07
716735;-0,569916453;-0,004841351;+;0,180314212;0,09104201;0,043671298;-0,479253542;NA;0,000429955;0,168325467;+;+;+;NA;+;+;-0,015473112;NA;-0,035500998;NA;0,141787651;26;-14354,45062;28761,22837;27,02388752;3.65493480910007e-07
744959;-0,608566504;-0,004577453;+;0,191688155;0,093684277;0,043837237;-0,480600723;-0,002446672;0,000618259;0,175577554;NA;+;+;+;NA;+;NA;-0,005572953;-0,035547413;NA;0,142342174;25;-14355,90553;28762,11389;27,90940917;2.34742136117232e-07
785919;-0,598509719;-0,004587832;+;0,181266437;0,093933774;0,044047545;-0,482023418;-0,008054234;0,001130909;0,176675503;NA;+;+;+;+;+;-0,01598698;0,001673496;-0,03592527;NA;0,14178316;28;-14352,90884;28762,19623;27,99175311;2.25273596819986e-07
962559;-0,716054582;-0,004729378;+;0,17618425;0,075754648;0,044922784;-0,503808259;0,016202916;-0,000955158;0,214913407;+;+;+;NA;+;NA;-0,017431633;NA;-0,040283575;0,009175773;0,141205503;26;-14354,99139;28762,3099;28,10542482;2.12827035243796e-07
749567;-0,602012941;-0,00483678;+;0,18957808;0,091229863;0,043058988;-0,477505206;0,015835603;-0,000937008;0,167425147;+;+;+;NA;+;+;NA;-0,006443607;-0,035233593;NA;0,142046615;27;-14354,01287;28762,3781;28,17361845;2.05692633054321e-07
962047;-0,733996634;-0,004587399;+;0,178039772;0,078064689;0,044993369;-0,50315169;0,0160491;-0,000942645;0,216026664;NA;+;+;NA;+;NA;-0,017004175;NA;-0,040266422;0,008861979;0,141310211;24;-14357,08246;28762,44438;28,23989798;1.98987740586188e-07
687615;-0,598170801;-0,004582576;+;0,18247947;0,093844827;0,043758767;-0,4816892;-0,008481668;0,001166356;0,176624672;NA;+;+;+;+;+;NA;NA;-0,035479401;NA;0,142404715;26;-14355,07943;28762,48599;28,28151093;1.94890281383572e-07
782271;-0,566889039;-0,004843999;+;0,178010858;0,091043906;0,043633233;-0,478005412;NA;0,000430777;0,167320267;+;+;+;NA;+;+;-0,01612188;0,001375251;-0,035504444;NA;0,141359853;27;-14354,43552;28763,2234;29,01891906;1.34791976258845e-07
683967;-0,569309261;-0,004835256;+;0,178684055;0,091025333;0,043405181;-0,477198033;NA;0,00042857;0,167966753;+;+;+;NA;+;+;NA;NA;-0,035051328;NA;0,14180251;25;-14356,6745;28763,65182;29,44734191;1.08801078952203e-07
753151;-0,597081183;-0,004578385;+;0,191890561;0,093855215;0,043755019;-0,481460741;-0,00839917;0,001160003;0,175650605;NA;+;+;+;+;+;NA;-0,005465046;-0,03556633;NA;0,142548786;27;-14354,79028;28763,93292;29,72844203;9.4535099733517e-08
749503;-0,567972568;-0,004832843;+;0,188750716;0,091058412;0,043463893;-0,478881136;NA;0,000428793;0,166848664;+;+;+;NA;+;+;NA;-0,005893053;-0,035141608;NA;0,142603781;26;-14356,34664;28765,02039;30,8159126;5.48847705882432e-08
716287;-0,650380717;-0,004581378;+;0,183458209;0,093422296;0,0436657;-0,481932506;0,015517155;-0,000908436;0,177080185;NA;+;+;NA;+;+;-0,015279404;NA;-0,035787941;NA;0,141840037;25;-14357,36432;28765,03146;30,82698548;5.45817438325519e-08
962495;-0,681875577;-0,00472568;+;0,176329881;0,075610057;0,045217725;-0,503357411;NA;0,000441836;0,214874772;+;+;+;NA;+;NA;-0,017229458;NA;-0,040177624;0,009159732;0,141023429;25;-14357,43357;28765,16995;30,96547409;5.09301537828555e-08
961983;-0,700138367;-0,004588717;+;0,178127648;0,077928568;0,045206084;-0,503807176;NA;0,000441836;0,216332814;NA;+;+;NA;+;NA;-0,016768752;NA;-0,040163014;0,008841526;0,141535389;23;-14359,47157;28765,20017;30,99569564;5.01663450100046e-08
929279;-0,735840339;-0,004582352;+;0,176235061;0,078046423;0,0446811;-0,502526089;0,015824045;-0,000925187;0,217063382;NA;+;+;NA;+;NA;NA;NA;-0,039726182;0,008808305;0,141676543;23;-14359,77445;28765,80594;31,601462;3.70571459967391e-08
929791;-0,716268699;-0,004720693;+;0,174372892;0,075839338;0,044559962;-0,503796974;0,015942193;-0,000934985;0,214966151;+;+;+;NA;+;NA;NA;NA;-0,039729747;0,009108689;0,141969487;25;-14357,82051;28765,94383;31,73935292;3.45883093219874e-08
781823;-0,651153146;-0,004581889;+;0,180530993;0,093424284;0,04369916;-0,482200461;0,015487539;-0,000906049;0,177541368;NA;+;+;NA;+;+;-0,016084847;0,001748213;-0,03578668;NA;0,141798145;26;-14357,34117;28767,00947;32,80498954;2.03015540497979e-08
683519;-0,650526674;-0,004577435;+;0,181865982;0,093334598;0,043413077;-0,481260173;0,015320534;-0,000893152;0,177207847;NA;+;+;NA;+;+;NA;NA;-0,035336157;NA;0,142248244;24;-14359,53534;28767,35014;33,14566366;1.71219347658139e-08
716223;-0,616598542;-0,004584484;+;0,183529646;0,093260831;0,043896296;-0,482247277;NA;0,000430283;0,176875564;NA;+;+;NA;+;+;-0,015059664;NA;-0,035700186;NA;0,142014521;24;-14359,60176;28767,48298;33,27850589;1.60216232096201e-08
929215;-0,701835192;-0,004584267;+;0,176329199;0,077911059;0,044962714;-0,502868764;NA;0,00044018;0,216955366;NA;+;+;NA;+;NA;NA;NA;-0,039635953;0,008791157;0,141843658;22;-14362,09433;28768,42422;34,21974342;1.00073567248379e-08
929727;-0,685705905;-0,004720435;+;0,174518412;0,075719571;0,04489244;-0,503200531;NA;0,000440182;0,216499726;+;+;+;NA;+;NA;NA;NA;-0,039637828;0,00908687;0,141592531;24;-14360,19066;28768,66078;34,45630645;8.89099512578409e-09
749055;-0,651003947;-0,004573701;+;0,19123045;0,093348463;0,043410273;-0,481615869;0,015496913;-0,000908071;0,176842191;NA;+;+;NA;+;+;NA;-0,005426077;-0,035425672;NA;0,142541248;25;-14359,25064;28768,80409;34,59961581;8.27620309904096e-09
781759;-0,617374799;-0,004584672;+;0,179780329;0,093262278;0,043945328;-0,481825643;NA;0,000430654;0,177363702;NA;+;+;NA;+;+;-0,01610702;0,002242411;-0,035697487;NA;0,141697642;25;-14359,56324;28769,4293;35,2248252;6.05436563293637e-09
683455;-0,616543547;-0,004579348;+;0,181937516;0,093171242;0,043684434;-0,481086145;NA;0,000429444;0,176602496;NA;+;+;NA;+;+;NA;NA;-0,035253005;NA;0,142289888;23;-14361,71211;28769,68126;35,47677924;5.33774128319615e-09
748991;-0,616353126;-0,004575281;+;0,190479162;0,093189944;0,043647118;-0,481261202;NA;0,000429029;0,176284648;NA;+;+;NA;+;+;NA;-0,004928519;-0,035338152;NA;0,142477829;24;-14361,47676;28771,23298;37,02849839;2.4570047102198e-09
970623;-0,686920758;-0,004839059;+;0,178074277;0,07257728;0,043366043;-0,485914116;0,021803908;NA;0,175110494;+;+;+;NA;NA;+;-0,016115738;NA;-0,03974358;0,009649788;0,142007922;25;-14370,38397;28791,07075;56,86627202;1.2097292388238e-13
970751;-0,673278547;-0,004839768;+;0,178190694;0,072638605;0,043364723;-0,485121182;0,015534849;0,000566736;0,174803811;+;+;+;NA;NA;+;-0,016063907;NA;-0,039712625;0,009614795;0,141810419;26;-14369,99834;28792,32381;58,11932826;6.46532667041175e-14
1036159;-0,689441579;-0,004840939;+;0,168208911;0,072130182;0,043383056;-0,485749825;0,021823056;NA;0,176598327;+;+;+;NA;NA;+;-0,018871467;0,005933805;-0,039865491;0,009903616;0,141547195;26;-14370,12961;28792,58635;58,3818667;5.66997278540071e-14
1036287;-0,675520312;-0,004840378;+;0,168068592;0,072181442;0,043511742;-0,485125768;0,015364908;0,000583039;0,176166397;+;+;+;NA;NA;+;-0,018935035;0,00609137;-0,039834626;0,009874302;0,14138844;27;-14369,72234;28793,79704;59,5925656;3.09514535662264e-14
937855;-0,685684679;-0,004831771;+;0,176401859;0,072778207;0,043042526;-0,483642945;0,02165141;NA;0,174904783;+;+;+;NA;NA;+;NA;NA;-0,039179687;0,009494347;0,14197887;24;-14372,79943;28793,87832;59,67383864;2.97189069590523e-14
970687;-0,639636252;-0,004839516;+;0,178336547;0,072548326;0,043595884;-0,484667966;NA;0,001896841;0,174757614;+;+;+;NA;NA;+;-0,01588398;NA;-0,039609168;0,00957487;0,141702782;25;-14372,23093;28794,76469;60,56020939;1.90791872986419e-14
1019775;-0,73332915;-0,004803431;+;0,141242978;0,069605874;0,04394685;-0,495707971;0,021857119;NA;0,195374735;+;+;+;NA;NA;NA;-0,026493565;0,021510628;-0,040562691;0,01134548;0,141063588;24;-14373,34296;28794,96538;60,76090265;1.72575794836286e-14
937983;-0,674391321;-0,004832804;+;0,176521912;0,072843607;0,043158294;-0,483984954;0,015333857;0,000570606;0,175396966;+;+;+;NA;NA;+;NA;NA;-0,039141569;0,009454754;0,142074258;25;-14372,40747;28795,11775;60,9132755;1.59916228549455e-14
1003391;-0,685389584;-0,004831677;+;0,181279777;0,072992317;0,043001504;-0,48428627;0,021659793;NA;0,174644261;+;+;+;NA;NA;+;NA;-0,002828148;-0,039172403;0,009379384;0,142307451;25;-14372,7248;28795,75242;61,54794102;1.16433156454507e-14
1019903;-0,719256516;-0,004803186;+;0,14118043;0,069606756;0,043952418;-0,49592134;0,015026454;0,000617095;0,195240681;+;+;+;NA;NA;NA;-0,026502225;0,02162255;-0,040544543;0,011347683;0,141143318;25;-14372,87954;28796,0619;61,85741669;9.97412678953411e-15
1036223;-0,642565434;-0,004840775;+;0,167341105;0,072041915;0,043753443;-0,485339008;NA;0,001898839;0,176189153;+;+;+;NA;NA;+;-0,018990177;0,006622257;-0,03974536;0,009863305;0,141457309;26;-14371,90517;28796,13746;61,93298252;9.60430565119461e-15
1003519;-0,674198795;-0,004834409;+;0,181093019;0,073018842;0,043130761;-0,484775888;0,015431908;0,000562429;0,175160761;+;+;+;NA;NA;+;NA;-0,002664105;-0,039132033;0,0093578;0,142436873;26;-14372,34311;28797,01333;62,8088531;6.19830715543533e-15
937919;-0,640730898;-0,004832431;+;0,176674793;0,072722797;0,043342737;-0,483946096;NA;0,001883715;0,175068194;+;+;+;NA;NA;+;NA;NA;-0,039045217;0,009428397;0,142086694;24;-14374,58068;28797,44082;63,23633735;5.00548389201314e-15
1019839;-0,68517001;-0,004802321;+;0,141008313;0,069443193;0,044290051;-0,495730832;NA;0,001903835;0,194282832;+;+;+;NA;NA;NA;-0,026397697;0,021818429;-0,040455361;0,011347269;0,141265462;24;-14374,95449;28798,18844;63,98396108;3.44430528447494e-15
1003455;-0,638655687;-0,004832263;+;0,180386457;0,072891233;0,043324462;-0,484846895;NA;0,001884002;0,173905385;+;+;+;NA;NA;+;NA;-0,002167444;-0,039029317;0,009333381;0,142611513;25;-14374,53876;28799,38033;65,17585407;1.89795260329711e-15
970111;-0,744512769;-0,004550701;+;0,181509272;0,074130116;0,043629007;-0,488776294;0,022269572;NA;0,18609065;NA;+;+;NA;NA;+;-0,015751862;NA;-0,040178105;0,010159158;0,141885635;23;-14376,86521;28799,98746;65,78297697;1.40103924210488e-15
970239;-0,729866354;-0,004552725;+;0,181604166;0,074160096;0,043735054;-0,489211989;0,015182548;0,000639667;0,185853958;NA;+;+;NA;NA;+;-0,01572106;NA;-0,040145363;0,010131616;0,142118707;24;-14376,37513;28801,02971;66,82523168;8.32008123160149e-16
1019263;-0,771031064;-0,004562198;+;0,147016095;0,073209654;0,044072862;-0,496223915;0,022296788;NA;0,199288375;NA;+;+;NA;NA;NA;-0,025126186;0,019745327;-0,040387793;0,010677982;0,141460991;22;-14378,45456;28801,14469;66,9402132;7.85524337779743e-16
1035647;-0,746095307;-0,004556329;+;0,169758545;0,073626546;0,043686695;-0,489444737;0,022282574;NA;0,187208016;NA;+;+;NA;NA;+;-0,019005711;0,007013814;-0,040316127;0,010457962;0,141698764;24;-14376,50009;28801,27964;67,07516552;7.34268880505903e-16
1019391;-0,75465901;-0,004565713;+;0,146911026;0,073181232;0,044205927;-0,495186442;0,01470706;0,000685014;0,199010349;NA;+;+;NA;NA;NA;-0,025160377;0,019876502;-0,04037193;0,010686439;0,141126171;23;-14377,8951;28802,04724;67,84276363;5.00234119099984e-16
1035775;-0,730972664;-0,004559771;+;0,169417253;0,0736202;0,043825504;-0,489230618;0,015000474;0,000657483;0,18704939;NA;+;+;NA;NA;+;-0,019114973;0,007277747;-0,040292812;0,010452076;0,141651912;25;-14375,98229;28802,2674;68,06291818;4.48092172428567e-16
937343;-0,744583533;-0,004545816;+;0,179882938;0,07430939;0,043353292;-0,48843691;0,0221112;NA;0,18625415;NA;+;+;NA;NA;+;NA;NA;-0,039612529;0,009989559;0,142463889;22;-14379,17507;28802,58571;68,38123385;3.82160667738499e-16
970175;-0,694880778;-0,004554916;+;0,181685173;0,074071852;0,04394516;-0,489470358;NA;0,001939488;0,184903608;NA;+;+;NA;NA;+;-0,015531219;NA;-0,040034132;0,010088559;0,142348957;23;-14378,51147;28803,27998;69,07550158;2.70077040254413e-16
937471;-0,728416685;-0,004549231;+;0,179982866;0,074333457;0,043454563;-0,488603145;0,014966264;0,000644676;0,185415866;NA;+;+;NA;NA;+;NA;NA;-0,03958505;0,009968456;0,142646273;23;-14378,67864;28803,61432;69,40984357;2.28500011030628e-16
1019327;-0,721819596;-0,004568336;+;0,146654868;0,073013443;0,044430474;-0,496232263;NA;0,001944199;0,198410047;NA;+;+;NA;NA;NA;-0,025057424;0,020088404;-0,04029036;0,010693342;0,14162614;22;-14379,90355;28804,04267;69,8381901;1.84447153807594e-16
1035711;-0,697806362;-0,004560438;+;0,168641695;0,073519386;0,044122678;-0,489773132;NA;0,00194216;0,186597175;NA;+;+;NA;NA;+;-0,019165803;0,007781956;-0,040188459;0,010418176;0,141928078;24;-14378,0646;28804,40866;70,20417804;1.53602642098484e-16
1002879;-0,743312206;-0,004543267;+;0,182836746;0,074417786;0,043354933;-0,487991526;0,022114136;NA;0,185546456;NA;+;+;NA;NA;+;NA;-0,001709896;-0,039609582;0,009928045;0,142449475;23;-14379,14776;28804,55257;70,34808789;1.42938447089705e-16
987007;-0,752076705;-0,004767709;+;0,146862385;0,070581397;0,043709519;-0,500168006;0,021610048;NA;0,202302165;+;+;+;NA;NA;NA;NA;0,016229526;-0,039505477;0,010702621;0,142824933;23;-14379,28446;28804,82596;70,62147746;1.24676117167837e-16
1003007;-0,728983466;-0,004546394;+;0,182490846;0,074442996;0,043477723;-0,488152799;0,015022834;0,000639948;0,185494788;NA;+;+;NA;NA;+;NA;-0,001466652;-0,039571523;0,009900973;0,142495473;24;-14378,65777;28805,595;71,39052309;8.48764354816664e-17
937407;-0,696442733;-0,004550006;+;0,180053281;0,074247348;0,043733576;-0,488374899;NA;0,001926361;0,18559967;NA;+;+;NA;NA;+;NA;NA;-0,0394784;0,009922551;0,142581721;22;-14380,75764;28805,75085;71,54637345;7.85135576854392e-17
987135;-0,733658994;-0,004769613;+;0,146854397;0,070596801;0,043783297;-0,498146776;0,014801214;0,000615207;0,200621064;+;+;+;NA;NA;NA;NA;0,016307918;-0,039490412;0,010699512;0,142236572;24;-14378,83091;28805,94129;71,73681109;7.13824824644934e-17
708479;-0,673741942;-0,004828797;+;0,178518275;0,088729727;0,042841536;-0,481564597;0,021755149;NA;0,168555986;+;+;+;NA;NA;+;-0,015100787;NA;-0,034823301;NA;0,142264611;24;-14379,53328;28807,34601;73,14153637;3.53638410551051e-17
1002943;-0,694865623;-0,004549762;+;0,181796223;0,074326606;0,043708732;-0,488157245;NA;0,001926315;0,184893636;NA;+;+;NA;NA;+;NA;-0,00100434;-0,039473702;0,009879822;0,142616817;23;-14380,74784;28807,75271;73,54823537;2.88566467281494e-17
987071;-0,701378554;-0,004769972;+;0,146656644;0,070432424;0,044016062;-0,498526988;NA;0,001882788;0,200346822;+;+;+;NA;NA;NA;NA;0,016522076;-0,039415236;0,010707376;0,142458941;23;-14380,85945;28807,97594;73,77146634;2.5809041355283e-17
708607;-0,665590874;-0,004826333;+;0,178694453;0,088735017;0,042937751;-0,482936556;0,015183821;0,00059341;0,170623709;+;+;+;NA;NA;+;-0,015058151;NA;-0,03481102;NA;0,142497072;25;-14379,11203;28808,52689;74,32240719;1.95946083650319e-17
774015;-0,674112283;-0,004828827;+;0,177900465;0,088731983;0,042823952;-0,482275889;0,021750689;NA;0,168498757;+;+;+;NA;NA;+;-0,015321561;0,000398716;-0,034822298;NA;0,142534175;25;-14379,53192;28809,36665;75,16217209;1.28760886471459e-17
675711;-0,676265359;-0,004823083;+;0,176941742;0,08866095;0,042568784;-0,482103743;0,021601472;NA;0,16968034;+;+;+;NA;NA;+;NA;NA;-0,034363703;NA;0,142945847;23;-14381,65084;28809,55872;75,35424087;1.16970609432618e-17
986495;-0,783532999;-0,004547418;+;0,151920995;0,074008278;0,043783594;-0,498426913;0,022042915;NA;0,204998439;NA;+;+;NA;NA;NA;NA;0,014832687;-0,039397909;0,010094314;0,14238518;21;-14383,82145;28809,85793;75,65345256;1.00717226848726e-17
954239;-0,785934793;-0,004716156;+;0,174642753;0,073380495;0,044270684;-0,508971292;0,021815184;NA;0,215330262;+;+;+;NA;NA;NA;-0,016787695;NA;-0,039468808;0,009099881;0,142761064;23;-14382,12161;28810,50025;76,29577643;7.30507875494185e-18
774143;-0,664792922;-0,004829561;+;0,177474559;0,08873059;0,042959528;-0,484189333;0,015158406;0,000595614;0,170157485;+;+;+;NA;NA;+;-0,015378249;0,000701708;-0,034801042;NA;0,143084393;26;-14379,10834;28810,5438;76,33932136;7.14774813647841e-18
675839;-0,662353968;-0,004824537;+;0,177096538;0,088673079;0,042667507;-0,482209098;0,015031529;0,000593606;0,169410118;+;+;+;NA;NA;+;NA;NA;-0,034357764;NA;0,143030256;24;-14381,2237;28810,72686;76,52237723;6.52257623072356e-18
708543;-0,629468216;-0,004825606;+;0,178798122;0,088555748;0,043127441;-0,483190738;NA;0,001893498;0,169016476;+;+;+;NA;NA;+;-0,014874003;NA;-0,03471357;NA;0,142832502;24;-14381,24866;28810,77677;76,57229441;6.36179670350367e-18
741247;-0,670660686;-0,004823269;+;0,188050023;0,088709612;0,042525195;-0,480700742;0,021623012;NA;0,167176983;+;+;+;NA;NA;+;NA;-0,006477354;-0,034467366;NA;0,142929946;24;-14381,25494;28810,78934;76,58486304;6.3219425331696e-18
986623;-0,767121271;-0,004550633;+;0,151819348;0,073977398;0,043943462;-0,49881894;0,014581274;0,000673501;0,204249844;NA;+;+;NA;NA;NA;NA;0,014957685;-0,039374106;0,010099442;0,142652114;22;-14383,27865;28810,79286;76,58838244;6.31082757988812e-18
954367;-0,775765741;-0,004713632;+;0,174728094;0,073390574;0,044372429;-0,507885682;0,015501851;0,000570673;0,216323789;+;+;+;NA;NA;NA;-0,016787299;NA;-0,039456442;0,009096789;0,142295244;24;-14381,73653;28811,75252;77,54804579;3.9056926655753e-18
741375;-0,655094836;-0,004824031;+;0,187730122;0,088707843;0,042593643;-0,480909164;0,01523285;0,00057711;0,16600122;+;+;+;NA;NA;+;NA;-0,006237111;-0,034451368;NA;0,143122474;25;-14380,85343;28812,00967;77,80519634;3.43446056947669e-18
986559;-0,733499546;-0,004554501;+;0,15151933;0,073809157;0,044108083;-0,498270605;NA;0,001921918;0,203576814;NA;+;+;NA;NA;NA;NA;0,015203225;-0,039298959;0,010109581;0,142534924;21;-14385,24945;28812,71394;78,50946498;2.41506343449079e-18
774079;-0,628639323;-0,004826219;+;0,176876069;0,088563376;0,04310441;-0,482659857;NA;0,001893817;0,16889546;+;+;+;NA;NA;+;-0,015422696;0,001153617;-0,034719312;NA;0,142636144;25;-14381,23718;28812,77717;78,57269448;2.33990610999325e-18
675775;-0,627510316;-0,004822295;+;0,177205799;0,088502227;0,042895262;-0,4820314;NA;0,001881007;0,168298739;+;+;+;NA;NA;+;NA;NA;-0,034268723;NA;0,143144198;23;-14383,30672;28812,87049;78,66601446;2.23323412092535e-18
921471;-0,789926088;-0,004707099;+;0,172854748;0,073425974;0,044075057;-0,507832717;0,021657706;NA;0,217000226;+;+;+;NA;NA;NA;NA;NA;-0,038924291;0,009032617;0,142827358;22;-14384,76749;28813,77055;79,56607437;1.42393028808009e-18
954303;-0,739207746;-0,00471466;+;0,17485737;0,073257788;0,044678422;-0,507098972;NA;0,001898209;0,214928608;+;+;+;NA;NA;NA;-0,016615226;NA;-0,039351696;0,009072497;0,142199863;23;-14383,97529;28814,20763;80,00315396;1.14440066528423e-18
741311;-0,628132474;-0,004820784;+;0,187010916;0,088544772;0,042935964;-0,484412413;NA;0,00188158;0,167733441;+;+;+;NA;NA;+;NA;-0,005739472;-0,034364068;NA;0,144106853;24;-14382,99463;28814,26873;80,06424769;1.10997134160872e-18
953727;-0,814026282;-0,004531991;+;0,176660343;0,076595049;0,044378584;-0,507324147;0,022230334;NA;0,217617886;NA;+;+;NA;NA;NA;-0,016295169;NA;-0,039367392;0,008628363;0,142496473;21;-14386,05457;28814,32418;80,11969895;1.07961939411525e-18
921599;-0,775294387;-0,004708573;+;0,172933089;0,073445262;0,044180904;-0,507304378;0,015367288;0,000568147;0,216029945;+;+;+;NA;NA;NA;NA;NA;-0,038914781;0,00902733;0,142831538;23;-14384,37608;28815,0092;80,80471907;7.66514631114489e-19
953855;-0,800090465;-0,004533746;+;0,176744164;0,076590336;0,044512685;-0,507351689;0,015358322;0,000620415;0,217579388;NA;+;+;NA;NA;NA;-0,016279278;NA;-0,039347621;0,008622825;0,142548621;22;-14385,59287;28815,42131;81,21682927;6.23780588305438e-19
920959;-0,815054667;-0,004525827;+;0,174912505;0,076567412;0,044161042;-0,506696282;0,022064145;NA;0,218322287;NA;+;+;NA;NA;NA;NA;NA;-0,038841061;0,008572428;0,142918648;20;-14388,53552;28817,26649;83,0620088;2.47945489835288e-19
921535;-0,742601618;-0,004707661;+;0,173094422;0,073315523;0,044418285;-0,506723666;NA;0,001884418;0,216358183;+;+;+;NA;NA;NA;NA;NA;-0,038816576;0,009004661;0,142637842;22;-14386,55348;28817,34254;83,13805873;2.38694372057784e-19
953791;-0,765945856;-0,004535412;+;0,176809974;0,076456685;0,04477241;-0,507606885;NA;0,001935379;0,217188239;NA;+;+;NA;NA;NA;-0,016081472;NA;-0,039244917;0,008602398;0,142711886;21;-14387,77895;28817,77293;83,56845044;1.92479200986531e-19
707967;-0,735367621;-0,004524505;+;0,181949709;0,091521875;0,043151153;-0,487405864;0,022266871;NA;0,180040352;NA;+;+;NA;NA;+;-0,014588997;NA;-0,034997886;NA;0,143203482;22;-14387,05573;28818,34704;84,14255709;1.44450194927501e-19
921087;-0,800286445;-0,004527307;+;0,175014457;0,07655156;0,044248421;-0,507152867;0,015107193;0,000627711;0,217843692;NA;+;+;NA;NA;NA;NA;NA;-0,038815878;0,008567709;0,143168288;21;-14388,06844;28818,35192;84,14744032;1.44097933544161e-19
708095;-0,719752043;-0,004527623;+;0,182029031;0,091504979;0,043239131;-0,487173181;0,014840811;0,000670393;0,17978219;NA;+;+;NA;NA;+;-0,014558952;NA;-0,034976983;NA;0,143182252;23;-14386,51739;28819,29183;85,08735348;9.00654455947505e-20
675199;-0,734981481;-0,004520899;+;0,18041719;0,091421102;0,042905209;-0,486575918;0,022117696;NA;0,180102082;NA;+;+;NA;NA;+;NA;NA;-0,034556889;NA;0,143551201;21;-14389,04035;28820,29574;86,09126076;5.45208359859027e-20
773503;-0,736089971;-0,004524728;+;0,180096868;0,091525308;0,043164942;-0,487083462;0,022272231;NA;0,180446314;NA;+;+;NA;NA;+;-0,015104805;0,001106151;-0,034997851;NA;0,142996551;23;-14387,04611;28820,34927;86,14479262;5.30808918101254e-20
921023;-0,766616293;-0,004531287;+;0,175076913;0,076428217;0,044484127;-0,507017782;NA;0,001921203;0,217601751;NA;+;+;NA;NA;NA;NA;NA;-0,038727753;0,008549713;0,143137081;20;-14390,19577;28820,58697;86,38249606;4.71326181587782e-20
675327;-0,718745148;-0,00452498;+;0,180511247;0,09140171;0,043027182;-0,486743112;0,014634553;0,000675472;0,179588377;NA;+;+;NA;NA;+;NA;NA;-0,034536842;NA;0,143685893;22;-14388,49624;28821,22806;87,02357909;3.42067768019961e-20
695679;-0,765895577;-0,004550192;+;0,183056057;0,091433892;0,04502767;-0,52265265;0,004565953;NA;0,240702594;NA;+;+;+;NA;NA;-0,015622658;NA;-0,035338398;NA;0,144327471;22;-14388,5196;28821,27476;87,07028021;3.3417282852392e-20
